full_name,pha,diameter,rot_per,e [rad],a [au],I [deg],L [deg],long.node.  [deg],long.peri.  [deg],ma,n,per_y
277810 (2006 FV35),N,,,0.3774,1.001,7.1,393.5,179.47,170.78,43.25,0.9835,1
277958 (2006 SP134),N,,,0.7365,2.049,13.04,359.35,16.64,192.31,150.4,0.3359,2.93
278327 (2007 HA59),N,,,0.7257,2.514,54.49,304.73,57.1,17.64,229.99,0.2473,3.99
278381 (2007 MR),N,,,0.2588,1.023,5.83,561.23,172.75,217.67,170.81,0.9527,1.03
279744 (1998 KM3),Y,,,0.6108,1.67,4.66,386.2,263.02,85.36,37.82,0.4565,2.16
279816 (2000 JE5),Y,,,0.4006,1.238,50.74,528.4,41.23,285.16,202.01,0.7154,1.38
280136 (2002 OM4),N,,,0.5632,1.496,55.3,300.96,143.04,28.15,129.77,0.5387,1.83
280491 (2004 MO7),N,,,0.484,1.105,24.08,345.12,38.51,61.42,245.19,0.8489,1.16
281070 (2006 OY10),N,,,0.5744,1.806,35.63,482.28,233.99,92.44,155.85,0.406,2.43
281365 (2008 CM116),N,,,0.6632,1.63,18.71,482.05,0.11,355.82,126.12,0.4735,2.08
284422 (2006 YD),N,,,0.6939,2.622,7.74,626.72,223.37,352.07,51.28,0.2321,4.25
285179 (1996 TY11),N,,,0.5354,1.228,13.93,274.92,30.61,158.79,85.52,0.7242,1.36
285331 (1999 FN53),N,0.654,4.42,0.4563,1.735,20.17,283.04,50.57,191.73,40.74,0.4312,2.29
285339 (1999 JR6),N,0.614,,0.6755,1.367,20.32,134.23,52.61,27.29,54.33,0.617,1.6
285540 (2000 GU127),N,,24,0.7266,2.105,8.49,654.05,171.94,138.85,343.26,0.3227,3.05
285567 (2000 OM),N,,,0.6401,1.701,13.57,201.77,123.33,74.19,4.25,0.4441,2.22
285638 (2000 SO10),N,,,0.5404,1.3,36.95,780.32,356.41,204.05,219.86,0.6653,1.48
285990 (2001 SK9),N,,5.78,0.7894,1.786,25.84,515.04,195.54,34.8,284.7,0.413,2.39
286080 (2001 TX1),Y,,,0.4825,1.047,2.8,600.23,159.14,354.18,86.91,0.9194,1.07
288807 (2004 RW164),Y,,,0.3766,1.49,36.78,754.66,164.93,342.88,246.85,0.542,1.82
289315 (2005 AN26),Y,,,0.6379,2.32,4.92,623.19,175.79,208.49,238.91,0.2789,3.53
290772 (2005 VC),Y,,,0.5929,2.085,4.49,546,227.79,290.38,27.83,0.3274,3.01
292165 (2006 SC6),N,,,0.5805,1.203,30.26,658.38,152.97,355.57,149.84,0.7471,1.32
292220 (2006 SU49),Y,,,0.3117,1.412,2.52,656,303.06,199.1,153.84,0.5875,1.68
293054 (2006 WP127),N,,5.985,0.7674,2.53,6.08,323.55,178.24,23,122.31,0.2449,4.03
293726 (2007 RQ17),N,,,0.3693,1.578,2.01,896.33,350.47,302.28,243.58,0.4974,1.98
294739 (2008 CM),Y,0.74,3.05785,0.408,1.566,36.01,607.1,279.54,130.69,196.87,0.503,1.96
296318 (2009 EN2),N,,,0.5244,1.659,47.36,363.46,144.81,138.11,80.54,0.4612,2.14
297274 (1996 SK),Y,1.199,4.645,0.7905,2.445,1.97,595.41,195.51,286.33,113.57,0.2577,3.82
297300 (1998 SC15),Y,0.32,15,0.4144,1.273,16.08,813.77,198.68,277.49,337.6,0.6863,1.44
299582 (2006 GQ2),N,0.622,,0.4659,1.29,25.83,362.72,13.88,64.55,284.29,0.6724,1.47
301011 (2008 JO),N,,,0.5455,1.509,5.37,820.5,276.83,194.84,348.83,0.5317,1.85
301844 (1990 UA),Y,0.4,,0.526,1.642,0.93,394.37,104.28,202.58,87.51,0.4682,2.1
302010 (2000 SH8),N,,,0.4895,1.688,56.38,402.09,1.85,86.23,314.01,0.4493,2.19
302156 (2001 SF286),N,,,0.6456,1.268,29.51,351.22,231.96,19.03,100.23,0.69,1.43
302311 (2002 AA),N,,4.126,0.3022,1.148,11.28,616.43,302.16,64.66,249.61,0.8015,1.23
302830 (2003 FB),N,,,0.4423,1.473,16.97,149.64,38.62,46.22,64.8,0.5514,1.79
302831 (2003 FH),Y,,13.97,0.5406,1.389,25.8,303.56,24.12,274.37,5.07,0.6021,1.64
303248 (2004 QV16),N,0.817,,0.5742,1.769,28.49,470.95,196.15,49.35,225.45,0.4188,2.35
303262 (2004 RJ84),N,,,0.3106,1.095,13.23,571.02,342.92,189.81,38.29,0.8607,1.15
303449 (2005 BE2),N,,,0.6279,2.015,6.6,519.01,92.5,162.58,263.93,0.3446,2.86
303450 (2005 BY2),Y,0.187,,0.3306,1.269,7.29,445.18,74.44,130.28,240.46,0.6893,1.43
303933 (2005 VQ),N,,,0.4889,1.126,19.13,332.28,54.41,184.24,93.63,0.8254,1.19
304293 (2006 SQ78),N,,,0.3392,1.172,36.06,433.3,208.1,33.02,192.18,0.777,1.27
304330 (2006 SX217),Y,0.78,,0.3103,1.412,21.04,301.56,32.6,176.24,92.72,0.5876,1.68
304640 (2006 WW1),N,,,0.5044,1.418,9.41,699.44,240.31,322.66,136.47,0.5839,1.69
306367 Nut (5025 P-L),N,,,0.7406,2.539,3.76,511.3,346.24,152.81,12.25,0.2437,4.04
307005 (2001 XP1),Y,,,0.7528,2.89,39.21,729.83,268.07,246.31,215.45,0.2006,4.91
307070 (2002 AV31),N,0.282,,0.2492,1.309,14.98,513.61,119.26,267.48,126.87,0.6579,1.5
307493 (2002 XP90),N,1.666,,0.5861,2.079,23.12,519.39,78.55,324.19,116.65,0.3287,3
308041 (2004 TN),N,,,0.4356,1.428,14.05,311.75,17.11,160.01,134.63,0.5776,1.71
308043 (2004 TH10),N,,,0.8287,1.25,14.29,574.97,271.2,266.78,36.99,0.7049,1.4
308635 (2005 YU55),Y,0.4,18,0.4305,1.157,0.34,498.84,35.93,273.56,189.35,0.7921,1.24
310560 (2001 QL142),Y,0.654,2.97387,0.4991,1.049,26.6,505.18,165.55,72.15,267.48,0.9168,1.08
311044 (2004 BB103),Y,,,0.622,1.908,55.86,674.75,271.07,71.49,332.19,0.3741,2.63
311066 (2004 DC),Y,,2.5709,0.3996,1.634,19.46,527.39,74.9,156.37,296.12,0.472,2.09
311555 (2006 BA148),N,,,0.6142,1.631,15.76,442.78,327.57,26.1,89.11,0.4732,2.08
312942 (1995 EK1),N,,8.444,0.7769,2.262,9.07,876.51,352.56,299.85,224.1,0.2897,3.4
312956 (1997 CZ3),N,,,0.5407,1.406,6.61,661.55,314.2,33.61,313.74,0.5915,1.67
313538 (2002 YB12),N,,,0.551,1.687,14.03,857.42,271,306.13,280.29,0.4497,2.19
313552 (2003 BX33),N,,,0.4226,1.182,7.92,406.96,143.14,221.28,42.54,0.7669,1.29
313809 (2004 BH41),N,,,0.5001,1.195,30.44,410.8,123.19,200.37,87.24,0.7546,1.31
314079 (2005 CV25),N,,,0.3109,1.257,23.87,847.41,326.69,357.42,163.3,0.6995,1.41
314082 Dryope (2005 CZ36),Y,,,0.5766,2.235,16.18,528.47,116.62,139.53,272.32,0.295,3.34
314212 (2005 NJ1),Y,,,0.6511,2.132,6.46,444.53,316.16,82.62,45.75,0.3166,3.11
317255 (2002 DJ5),Y,,2.6093,0.5678,1.401,6.43,805.31,347.86,296.19,161.26,0.5945,1.66
317643 (2003 FH1),N,,,0.4397,1.184,14.64,399.49,40.19,29.19,330.11,0.7649,1.29
318411 (2005 AH14),N,,9.65,0.6106,2.316,12.82,447.85,59.27,192.77,195.81,0.2796,3.53
319988 (2007 DK),N,,,0.5505,1.396,5.18,825.9,290.8,355.1,180,0.5977,1.65
322705 (2000 DK8),N,,,0.6904,2.525,12.72,504.95,102.71,340.86,61.38,0.2456,4.01
322763 (2001 FA7),N,1.252,,0.536,2.007,22.83,582.25,352.36,62.67,167.22,0.3466,2.84
323179 (2003 HR32),N,1.17,,0.6869,1.748,8.28,758.86,341.92,352.74,64.2,0.4264,2.31
323300 (2003 UD22),N,,,0.3184,1.169,10.08,565.56,253.78,23.54,288.24,0.7802,1.26
326302 (1998 VN),N,,,0.3448,1.387,12.03,751.14,227.93,245.97,277.24,0.6034,1.63
326354 (2000 SJ344),N,,,0.1748,1.141,5.75,291.93,14.74,18.86,258.33,0.8092,1.22
326386 (2001 OA14),N,,,0.4216,1.089,29.24,509.84,309.51,144.4,55.93,0.8675,1.14
326388 (2001 QD96),N,1.142,,0.4963,1.274,17.96,751.64,330.28,145.78,275.58,0.6855,1.44
329275 (1999 VP6),N,,,0.3046,1.378,12.82,515.54,227.09,108.91,179.54,0.609,1.62
329338 (2001 JW2),N,,12,0.4885,1.698,9.59,501.74,247.22,87.94,166.58,0.4454,2.21
329395 (2002 AC),N,,,0.6464,2.257,34.78,447.08,72.86,132.23,241.99,0.2906,3.39
329614 (2003 KU2),Y,,3.278,0.677,2.69,5.4,624.08,105.21,246.81,272.06,0.2234,4.41
329770 (2004 JA),N,,52.1,0.6285,1.356,29.59,131.27,56.86,54.36,20.05,0.6243,1.58
329774 (2004 LE),N,,,0.837,2.648,40.4,635.86,211.54,185.24,239.08,0.2287,4.31
330233 (2006 KV86),Y,,,0.374,1.543,37.08,464.62,220.04,153.86,90.72,0.5142,1.92
330809 (2008 VK14),N,,,0.5057,1.542,6.91,481.83,308.15,30.06,143.62,0.5148,1.91
331471 (1984 QY1),N,,45.5,0.8934,2.502,14.28,532.73,142.26,337.17,53.3,0.2491,3.96
331876 (2004 CL),Y,,,0.5362,1.284,13.31,507.46,109.39,274.69,123.38,0.6772,1.46
331990 (2005 FD),N,,,0.3941,1.461,11.33,614.78,13.34,270.95,330.49,0.5583,1.77
332408 (2007 MM13),N,,,0.5683,1.401,38.21,728.14,242.57,294.46,191.11,0.5944,1.66
332446 (2008 AF4),Y,,3.0472,0.4101,1.38,8.93,549.28,109.31,293.35,146.62,0.6079,1.62
332775 (2009 VO24),N,0.467,,0.4619,1.547,6.06,727.63,163.67,343.58,220.38,0.5122,1.92
333480 (2004 TC10),N,,,0.4072,1.121,14.11,367.87,16.42,136.02,215.43,0.8309,1.19
333510 (2005 MD),N,,,0.6077,1.759,20.74,444.41,188.92,202.54,52.95,0.4226,2.33
333521 (2005 PO),Y,,,0.3731,1.252,12.51,896.47,300.48,249.55,346.44,0.7034,1.4
333578 (2006 KM103),Y,0.204,5.737,0.3766,1.573,11.68,402.14,169.45,197.03,35.66,0.4994,1.97
333707 (2008 YT30),N,,,0.2755,1.27,16.14,838.43,269.54,334.17,234.72,0.6887,1.43
333755 (2010 VC1),N,,,0.5585,1.156,20.96,537.68,182.22,2.26,353.2,0.7931,1.24
334673 (2003 AL18),N,0.57,2.484,0.4165,1.685,15.72,866.93,312.88,246.72,307.33,0.4508,2.19
337053 (1996 XW1),N,,,0.4543,1.725,30.59,580.48,247.81,264.66,68.01,0.4349,2.27
337075 (1998 QC1),Y,,,0.5901,1.984,9.65,525.58,308.34,115.47,101.77,0.3528,2.79
337118 (1999 TX2),N,,,0.4639,1.281,61.37,402.8,179.94,53.54,169.32,0.6798,1.45
337252 (2000 SD8),N,,,0.3138,1.129,6.55,346.38,19.04,211.64,115.7,0.8219,1.2
337558 (2001 SG262),Y,,,0.5829,1.962,4.82,575.07,359.03,100.26,115.78,0.3587,2.75
338049 (2002 NY31),N,,,0.5458,2.212,40.93,640.71,118.03,282.87,239.81,0.2995,3.29
339714 (2005 ST1),N,,8.68,0.371,1.451,20.23,367.4,7.55,80.69,279.16,0.5638,1.75
339715 (2005 SS4),N,,,0.7515,1.46,14.56,565.13,28.63,192.33,344.17,0.5588,1.76
340291 (2006 CV),N,,,0.3822,1.147,20.19,624.26,330.37,284.69,9.2,0.8028,1.23
342866 (2008 YU32),Y,,,0.5955,1.537,3.41,459.19,232.57,83.97,142.65,0.5172,1.91
343158 Marsyas (2009 HC82),N,,,0.8067,2.527,154.35,943.74,295.5,299,349.24,0.2453,4.02
343166 (2009 SO103),N,0.67,,0.6635,2.004,29.48,556.28,194.65,304.63,57,0.3474,2.84
344076 (1998 HJ3),Y,,,0.7463,1.985,6.56,455.26,223.55,94.19,137.52,0.3523,2.8
345813 (2007 HX4),N,1.377,,0.3319,1.318,56.56,356.98,41.67,14.55,300.76,0.6517,1.51
347634 (2001 SW269),N,,,0.5542,1.122,24.46,472.33,191.22,29.48,251.63,0.829,1.19
348314 (2005 BC),Y,,,0.2781,1.19,30.12,500.38,292.45,84.2,123.73,0.7595,1.3
348461 (2005 SH19),N,,,0.8554,2.27,47.99,326.28,18.34,158.47,149.47,0.2882,3.42
348776 (2006 KZ37),N,,,0.2088,1.285,21.37,490.71,95.66,243.24,151.81,0.6768,1.46
349063 (2006 XA),N,,2.436,0.5474,2.197,10.32,699.57,252.73,301.06,145.78,0.3026,3.26
349068 (2006 YT13),Y,0.496,2.433,0.4258,1.323,38.24,427.18,116.69,105.45,205.04,0.6478,1.52
349074 (2007 BM8),N,1.081,,0.7208,1.342,27.64,356.35,87.62,179.28,89.45,0.6343,1.55
349219 (2007 SV11),N,0.583,,0.4939,1.734,32.22,492.52,292.21,23.75,176.56,0.4317,2.28
349507 (2008 QY),Y,,,0.5817,1.168,13.56,595.15,1.91,254.9,338.34,0.7809,1.26
349925 (2009 WC26),N,0.92,,0.6973,2.171,12.02,744.23,203.05,350.92,190.26,0.3081,3.2
349928 (2009 WD106),N,,,0.7764,1.933,10.98,529.08,294.53,16.72,217.83,0.3666,2.69
350523 (2000 EA14),Y,,,0.2026,1.117,3.56,449.43,203.83,206.06,39.54,0.8349,1.18
350751 (2002 AW),Y,,4.647,0.2567,1.072,0.57,323.44,161.76,119.33,42.35,0.8886,1.11
350988 (2003 GW),N,,9.58,0.4763,1.821,49.43,495.27,183.16,90.62,221.49,0.4012,2.46
351278 (2004 SB20),N,,,0.4134,1.183,30.27,538.85,30.9,209.41,298.54,0.7662,1.29
351331 (2004 XH29),N,,,0.503,1.381,22.64,582.02,232.04,334.14,15.84,0.6072,1.62
351340 (2004 YC5),N,,,0.6173,1.929,11.39,528.24,334.56,27.17,166.51,0.3678,2.68
351370 (2005 EY),N,,,0.8921,2.512,17.26,561,62.41,185.8,312.79,0.2475,3.98
351545 (2005 TE15),N,,10.61,0.3437,1.205,13.13,465.98,10.86,241.17,213.95,0.7455,1.32
352102 (2007 AG12),Y,,,0.6565,2.09,41.97,728.57,305.39,68.23,354.95,0.3261,3.02
353947 (1999 CT8),N,,,0.3941,1.25,44.49,589.09,337.12,40.07,211.9,0.7056,1.4
354101 (2001 YF1),N,,,0.3395,1.486,20.02,707.66,279.41,289.95,138.3,0.5442,1.81
354182 (2002 DU3),Y,,4.4,0.2383,1.145,8.71,348.6,0.61,245.59,102.4,0.804,1.23
354876 (2006 BG55),N,,,0.5982,1.471,12.45,359.04,140.9,167.66,50.48,0.5527,1.78
355046 (2006 SO19),N,,,0.2722,1.243,14.24,343.5,98.29,169.77,75.44,0.7116,1.39
356394 (2010 QD2),N,1.071,,0.7861,2.009,10.66,259.02,120.56,125.98,12.48,0.3462,2.85
356991 (1998 QA1),Y,,,0.5339,2.102,8.19,855.83,298.85,333.15,223.83,0.3233,3.05
357005 (1999 HA2),N,,,0.7024,2.781,15.21,675.66,147.19,344.46,184.01,0.2126,4.64
357022 (1999 YG3),Y,0.432,,0.3295,1.285,34.52,862.03,293.25,250.24,318.54,0.6769,1.46
357024 (1999 YR14),Y,0.255,4.2477,0.4,1.651,3.73,298.42,2.98,9.7,285.74,0.4644,2.12
357028 (2000 EJ26),Y,,,0.6147,1.383,9.23,644.01,10.48,285.9,347.63,0.6062,1.63
357439 (2004 BL86),Y,,2.6205,0.4025,1.502,23.78,559.09,126.65,311.51,120.93,0.5352,1.84
357594 (2004 XL35),Y,,,0.2784,1.355,27.3,640.73,73.75,356.21,210.77,0.6246,1.58
357618 (2005 EM30),N,,,0.3367,1.203,53.08,494.07,1.8,293.05,199.22,0.7467,1.32
357621 (2005 EG94),N,,,0.4646,1.604,10.74,387.95,332.01,38.45,17.49,0.4851,2.03
357622 (2005 EY95),Y,,3.925,0.5384,1.084,3.17,612.54,72.86,342.14,197.54,0.8736,1.13
358453 (2007 EH88),N,,,0.4411,1.123,12.09,471.61,3.79,324.32,143.5,0.8285,1.19
358471 (2007 NS4),Y,,,0.5972,1.875,5.78,271.79,10.96,47.58,213.25,0.3839,2.57
358744 (2008 CR118),Y,,,0.5118,1.842,3.92,458.94,121.42,157.22,180.3,0.3943,2.5
359170 (2009 CN5),Y,,,0.4655,1.545,11.91,500.74,349.71,53.25,97.78,0.5133,1.92
359242 (2009 FT),N,,,0.724,1.571,14.56,595.84,90.66,220.65,284.53,0.5003,1.97
359369 (2009 YG),Y,,,0.696,2.15,3.38,444.02,138.62,67.77,237.63,0.3126,3.15
360191 (1988 TA),Y,0.4,,0.4786,1.54,2.53,629.3,194.65,105.26,329.39,0.5156,1.91
360433 (2002 JR9),N,,8.452,0.6353,2.39,9.79,331.8,122.48,204.36,4.96,0.2667,3.69
361518 (2007 FD),N,,,0.6022,2.06,6.95,468.77,222.48,183.56,62.73,0.3335,2.96
361538 (2007 JZ20),N,0.479,,0.3351,1.311,40.48,494.95,200.48,139.03,155.44,0.6566,1.5
361689 (2007 VY7),N,,,0.5033,1.816,6.36,423.97,108.02,9.62,306.33,0.4029,2.45
361754 (2007 YV29),Y,,,0.3568,1.373,21.88,582.94,59.3,321.87,201.77,0.6124,1.61
361861 (2008 ED69),N,,,0.7394,2.91,36.36,427.44,149.5,173.28,104.66,0.1986,4.96
362310 (2009 UM3),N,,,0.7859,2.44,12.73,647.54,162.42,128.77,356.35,0.2586,3.81
363024 (1998 OK1),Y,0.558,,0.4293,1.356,13.99,569.26,109.64,298.64,160.98,0.6241,1.58
363067 (2000 CO101),Y,,5.12,0.0901,1.076,15.32,543.26,353.03,64.95,125.28,0.8826,1.12
363071 (2000 GD147),N,,,0.55,1.893,7.09,690.25,357.38,182.47,150.4,0.3785,2.6
363116 (2001 GQ2),Y,,,0.503,1.214,21.82,470.56,37.11,280.3,153.15,0.7365,1.34
363267 (2002 GS),N,,,0.4037,1.353,19.76,357.13,34.71,264.18,58.24,0.6264,1.57
363298 (2002 KL3),N,,,0.7484,1.952,20.77,410.04,73.12,293.41,43.51,0.3615,2.73
363305 (2002 NV16),Y,,0.9067,0.2208,1.239,3.5,375,183.26,179.24,12.5,0.7148,1.38
363344 (2002 QC7),Y,,,0.196,1.169,26.8,875.02,336.01,184.47,354.54,0.7796,1.26
363599 (2004 FG11),Y,0.152,7.021,0.7236,1.587,3.14,381.76,83.45,228.81,69.5,0.4932,2
363617 (2004 KK17),N,,,0.5758,1.467,41.53,348.02,103.65,31.56,212.81,0.5548,1.78
363734 (2004 XN50),Y,,,0.7782,1.681,3.31,371.18,62.4,253.41,55.37,0.4521,2.18
363790 (2005 JE46),Y,,,0.5523,1.903,8.27,443.56,238.33,114.77,90.46,0.3754,2.63
363814 (2005 ND7),N,1.105,6.6,0.4824,1.964,52.57,690.53,110.06,241.49,338.98,0.358,2.75
363831 (2005 PY16),Y,0.371,,0.525,1.976,6.41,680.29,159.31,193.53,327.45,0.3549,2.78
364877 (2008 EM9),N,0.786,43.6586,0.8526,1.958,9.44,452.76,229.68,181.78,41.3,0.3596,2.74
365014 (2008 OX2),Y,,,0.6019,1.048,6.65,765.46,220.11,252.03,293.32,0.9193,1.07
365071 (2009 AV),Y,0.674,,0.0739,1.03,45.87,552.65,150.73,322.13,79.79,0.9433,1.04
365246 (2009 NE),N,,,0.8647,2.677,35.03,584.09,230.42,198.88,154.79,0.225,4.38
366746 (2004 LJ),Y,,,0.4614,1.087,18.28,554.99,246.69,256.1,52.2,0.8702,1.13
366774 (2004 TB18),Y,0.859,,0.4507,1.815,13.2,144.74,120.98,13.18,10.58,0.4032,2.44
367248 (2007 MK13),Y,0.386,5.286,0.1397,1.025,19.88,540.4,95.08,259.97,185.35,0.9505,1.04
367390 (2008 MB5),N,,,0.3639,1.428,20.41,529.45,115.19,278.66,135.6,0.5779,1.71
367684 (2010 OS22),N,0.498,,0.6887,1.637,9.36,695.21,256.9,179.65,258.66,0.4706,2.09
367789 (2011 AG5),Y,,9.4357,0.3882,1.424,3.69,525.75,135.59,54.05,336.11,0.58,1.7
368203 (2001 KO2),Y,,,0.6177,2.479,12.46,910.39,242.3,328.84,339.25,0.2524,3.9
368565 (2004 FE5),Y,,,0.6005,1.245,18.3,770.67,189.4,243.47,337.8,0.7092,1.39
369057 (2008 DK5),Y,,,0.6151,1.555,4.27,663.88,345.62,81,237.26,0.5084,1.94
369264 (2009 MS),Y,1.515,,0.57,2.005,52.38,741.03,252.05,219.54,269.44,0.3472,2.84
369296 (2009 SU19),N,,,0.9,2.079,14.62,822.46,172.66,342.62,307.18,0.3288,3
369452 (2010 LG14),N,,,0.7427,1.045,34.21,568.84,271.28,182.85,114.71,0.9224,1.07
369454 (2010 NZ1),N,0.846,,0.6466,1.373,32.75,215.64,158.97,37.9,18.77,0.6125,1.61
369984 (1998 QR52),N,,234,0.2877,1.044,17.63,529.55,316.2,204.35,9,0.9246,1.07
370061 (2000 YO29),N,,,0.693,1.816,54.62,798.54,262.6,309.33,226.61,0.4029,2.45
370307 (2002 RH52),N,,4.218,0.4911,1.979,16.19,391.47,2.16,96.77,292.54,0.354,2.78
371336 (2006 KD1),N,1.137,,0.7849,2.48,30.79,775.97,168.92,338.25,268.8,0.2523,3.91
371660 (2007 CN26),Y,0.23,,0.2693,1.292,7.59,526.64,159.27,135.69,231.68,0.6708,1.47
373135 (2011 SD173),Y,1.05,,0.4974,1.653,4.39,385.44,203.12,59.49,122.83,0.4638,2.13
373428 (1999 TC5),N,,3.453,0.5466,2.016,29.13,710.36,192.29,282.73,235.34,0.3443,2.86
373579 (2002 AW11),N,,,0.3304,1.447,18.33,187.33,95.51,91.22,0.6,0.5662,1.74
374038 (2004 HW),Y,,2.52,0.6353,2.691,0.83,506.04,219.87,62.78,223.39,0.2233,4.41
374158 (2004 UL),Y,,38,0.9266,1.266,23.85,508.19,39.47,149.68,319.04,0.6916,1.43
374267 (2005 LW),N,,,0.6405,1.467,3.14,850.81,138.08,354.79,357.94,0.5545,1.78
374851 (2006 VV2),Y,,2.425,0.6054,2.387,23.73,435.12,9.82,145.04,280.26,0.2673,3.69
374855 (2006 VQ13),Y,,,0.4458,1.099,16.7,558.62,233.68,73.8,251.14,0.855,1.15
375054 (2007 PF6),Y,,,0.4164,1.298,25.6,847.31,316.33,251.27,279.71,0.6662,1.48
375103 (2007 TD71),Y,,,0.2799,1.286,49.75,578.49,49.58,220.75,308.16,0.6757,1.46
375657 (2009 CP5),N,,,0.3144,1.225,13.11,735.68,330.23,268.45,137,0.7266,1.36
376707 (1995 OO),N,,,0.7785,2.155,23.52,698.93,348.79,212.06,138.08,0.3115,3.16
376788 (2000 RV37),N,,,0.4959,1.041,16.33,574.95,330.31,210.99,33.65,0.9281,1.06
377097 (2002 WQ4),Y,,36,0.5564,1.958,3.94,832.4,266.87,244.62,320.91,0.3597,2.74
377732 (2005 XJ8),Y,0.986,42.89,0.6204,1.931,23.56,520.82,115.79,67.46,337.57,0.3672,2.68
378124 (2006 VT2),N,,,0.723,1.263,31.84,353.47,59.42,152.67,141.38,0.6947,1.42
378358 (2007 LD),Y,,,0.4393,1.726,16.51,800.96,226.16,316.98,257.82,0.4346,2.27
378842 (2008 TD4),N,,,0.6181,1.822,14.45,490.43,221.85,54.9,213.68,0.4009,2.46
380128 (1997 WB21),N,,14.39,0.3171,1.46,3.39,477.28,280.95,81.98,114.35,0.5589,1.76
380455 (2003 UL3),N,,,0.7934,2.254,14.42,216.82,152.79,13.54,50.49,0.2912,3.38
380476 (2003 YO1),N,,,0.3992,1.158,14.26,369.97,65.14,161.45,143.38,0.7911,1.25
380929 (2006 HU30),N,,49,0.4198,1.455,24.01,446.18,44.62,274.3,127.26,0.5616,1.75
381181 (2007 LV19),N,0.602,,0.3204,1.472,14.89,847.38,264.02,301.42,281.94,0.5521,1.79
381677 (2009 BJ81),N,0.472,325,0.4558,1.851,5.84,270.49,108.47,90.68,71.34,0.3914,2.52
381906 (2010 CL19),Y,0.52,3.5197,0.6455,1.543,7.31,591.71,243.78,76.82,271.11,0.5144,1.92
381989 (2010 HR80),N,0.783,,0.4956,1.347,26.71,337.69,6.22,291.31,40.16,0.6301,1.56
382395 (1990 SM),Y,,,0.7639,2.106,11.61,325.82,136.17,107.74,81.91,0.3225,3.06
382406 (1996 AJ1),Y,,,0.7814,1.31,2.54,450.3,90.94,238.33,121.03,0.6571,1.5
382745 (2003 CC),Y,,,0.3268,1.501,2.32,464.71,136.29,103.24,225.18,0.5361,1.84
382758 (2003 GY),Y,,,0.3172,1.38,4.67,691.94,321.79,334.15,36,0.6081,1.62
382825 (2003 XB22),Y,,,0.3935,1.405,29.96,321.96,108.76,118.29,94.91,0.5916,1.67
385252 (2001 EB18),Y,,,0.1837,1.053,50.06,489.01,155.46,101.92,231.63,0.9122,1.08
385343 (2002 LV),Y,1.359,6.195,0.6052,2.314,29.53,456.83,132.15,224.23,100.45,0.2799,3.52
385402 (2002 WZ2),N,1.597,,0.8844,2.461,51.27,563.83,261.27,48.2,254.36,0.2552,3.86
385497 (2004 DD),N,,,0.4592,1.589,11.58,220.38,3.69,8.59,208.1,0.4921,2
385605 (2005 EJ225),Y,,,0.5736,1.706,8.86,863.65,341.99,290.71,230.95,0.4423,2.23
385843 (2006 JY25),N,,7.8,0.4792,1.126,6.86,427.42,63.93,321.72,41.77,0.8249,1.19
386259 (2008 EJ1),N,,,0.5297,2.084,38.79,691.17,337.34,78.96,274.87,0.3277,3.01
386454 (2008 XM),Y,0.367,,0.9093,1.222,5.45,569.03,240.61,27.39,301.03,0.7295,1.35
386504 (2009 BP58),N,,,0.5553,1.445,12.57,578.31,83.56,194.05,300.7,0.5675,1.74
386847 (2010 LR33),Y,0.663,,0.4625,1.692,5.83,854.44,352.07,333.22,169.15,0.448,2.2
387505 (1998 KN3),Y,1.06,,0.8734,1.542,2.29,633.27,313.24,71.25,248.78,0.5146,1.92
387668 (2002 SZ),Y,,,0.4335,1.297,22.89,646.28,346.84,276.56,22.88,0.6671,1.48
387717 (2003 DN4),N,,,0.4769,1.145,36.32,441.93,157.78,141.61,142.54,0.8044,1.23
387746 (2003 MH4),Y,0.366,,0.5133,1.964,3.9,870.51,259.55,323.53,287.43,0.358,2.75
387793 (2003 WL25),N,,,0.7417,2.395,23.76,561.77,267.1,25.02,269.65,0.266,3.71
387871 (2004 RD252),N,,,0.5999,2.101,10.39,649.63,288.06,174.72,186.85,0.3236,3.05
388188 (2006 DP14),Y,,5.7868,0.7762,1.365,11.77,653.5,317.11,59.34,277.05,0.6182,1.59
388798 (2008 BU2),N,,,0.7246,1.307,38.41,503.47,115.29,212.88,175.3,0.6596,1.49
388945 (2008 TZ3),Y,,39.15,0.3919,1.592,8.69,325.5,43.95,219.68,61.87,0.4906,2.01
389694 (2011 QD48),Y,0.451,5.24,0.4921,1.545,19.07,682.26,358.79,106.79,216.68,0.5131,1.92
390522 (1996 GD1),N,,,0.3525,1.186,18.38,636.02,38.07,293.6,304.35,0.7633,1.29
390929 (2005 GP21),Y,,,0.2246,1.308,18.8,207.09,9.99,1.42,195.68,0.6587,1.5
391151 (2005 YY93),N,1.745,,0.8831,2.581,24.51,778.98,295.47,312.8,170.71,0.2377,4.15
391508 (2007 RV17),N,,,0.6841,2.117,11.11,645.57,146.73,321.8,177.04,0.3199,3.08
392476 (2011 GD3),N,,,0.6605,1.336,13.69,399.23,39.27,357.51,2.45,0.6382,1.54
392704 (2012 AE1),N,,,0.4725,1.508,10.05,378.93,16.8,356.57,5.56,0.5321,1.85
393569 (2003 JC13),N,0.551,,0.3152,1.066,8.51,428.58,205.8,172.05,50.73,0.8952,1.1
